what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views,1231030784711
started,bundle,org.eclipse.update.scheduler,3.2.100.v20080404,org.eclipse.update.scheduler,1231030784742
started,bundle,org.eclipse.jdt.core.manipulation,1.2.0.v20080603-2000,org.eclipse.jdt.core.manipulation,1231030784773
started,bundle,org.eclipse.jem.util,2.0.100.v200805140020,org.eclipse.jem.util,1231030784789
started,bundle,org.eclipse.jst.j2ee.webservice.ui,1.1.200.v200805140020,org.eclipse.jst.j2ee.webservice.ui,1231030784836
started,bundle,org.eclipse.wst.common.frameworks,1.1.200.v200805140020,org.eclipse.wst.common.frameworks,1231030784867
started,bundle,org.eclipse.stp.eid,0.8.0.200806121858,org.eclipse.stp.eid,1231030784976
started,bundle,org.eclipse.stp.sca,1.0.0.200806121858,org.eclipse.stp.sca,1231030785039
started,bundle,org.eclipse.stp.soas.deploy.core,0.8.0.200806121858,org.eclipse.stp.soas.deploy.core,1231030785039
started,bundle,org.eclipse.stp.soas.deploy.util,0.8.0.200806121858,org.eclipse.stp.soas.deploy.util,1231030785070
started,bundle,org.eclipse.cdt.core,5.0.1.200809120802,org.eclipse.cdt.core,1231030785133
started,bundle,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui,1231030785164
started,bundle,org.eclipse.core.databinding,1.1.1.M20080827-0800b,org.eclipse.core.databinding,1231030785164
started,bundle,org.eclipse.core.resources,3.4.1.R34x_v20080902,org.eclipse.core.resources,1231030785226
started,bundle,org.eclipse.emf.common,2.4.0.v200808251517,org.eclipse.emf.common,1231030785226
started,bundle,org.eclipse.emf.common.ui,2.4.0.v200808251517,org.eclipse.emf.common.ui,1231030785226
started,bundle,org.eclipse.emf.ecore,2.4.1.v200808251517,org.eclipse.emf.ecore,1231030785226
started,bundle,org.eclipse.emf.ecore.xmi,2.4.1.v200808251517,org.eclipse.emf.ecore.xmi,1231030785242
started,bundle,org.eclipse.emf.edit,2.4.1.v200808251517,org.eclipse.emf.edit,1231030785242
started,bundle,org.eclipse.emf.edit.ui,2.4.1.v200808251517,org.eclipse.emf.edit.ui,1231030785242
started,bundle,org.eclipse.emf.validation,1.2.0.v200807161729,org.eclipse.emf.validation,1231030785273
started,bundle,org.eclipse.epp.usagedata.gathering,1.0.1.R200809220400,org.eclipse.epp.usagedata.gathering,1231030785289
started,bundle,org.eclipse.epp.usagedata.recording,1.0.1.R200809220400,org.eclipse.epp.usagedata.recording,1231030785320
started,bundle,org.eclipse.equinox.frameworkadmin,1.0.2.R34x_v20080910,org.eclipse.equinox.frameworkadmin,1231030785336
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.2.R34x_v20080911,org.eclipse.equinox.frameworkadmin.equinox,1231030785336
