what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.stp.sc.annvalidator,0.9.0.200806121858,org.eclipse.stp.sc.annvalidator,1231031102700
stopped,bundle,org.eclipse.stp.sc.sca.java.tuscany,0.9.0.200806121858,org.eclipse.stp.sc.sca.java.tuscany,1231031102731
stopped,bundle,org.eclipse.stp.sc.sca.java,0.9.0.200806121858,org.eclipse.stp.sc.sca.java,1231031102778
stopped,bundle,org.eclipse.stp.sc.sca,0.9.0.200806121858,org.eclipse.stp.sc.sca,1231031102778
stopped,bundle,org.eclipse.stp.sc.xmlvalidator,0.9.0.200806121858,org.eclipse.stp.sc.xmlvalidator,1231031102794
stopped,bundle,org.eclipse.stp.soas.deploy.core,0.8.0.200806121858,org.eclipse.stp.soas.deploy.core,1231031102794
stopped,bundle,org.eclipse.stp.soas.deploy.runtime.jaxwsri,0.8.0.200806121858,org.eclipse.stp.soas.deploy.runtime.jaxwsri,1231031102809
stopped,bundle,org.eclipse.stp.soas.deploy.runtime.tuscany,0.8.0.200806121858,org.eclipse.stp.soas.deploy.runtime.tuscany,1231031102840
stopped,bundle,org.eclipse.stp.sc.common,0.9.0.200806121858,org.eclipse.stp.sc.common,1231031102887
stopped,bundle,org.eclipse.stp.sca.implementation.java,1.0.0.200806121858,org.eclipse.stp.sca.implementation.java,1231031102887
stopped,bundle,org.eclipse.stp.sca.implementation.sca,1.0.0.200806121858,org.eclipse.stp.sca.implementation.sca,1231031102903
stopped,bundle,org.eclipse.stp.sca.diagram,1.0.0.200806121858,org.eclipse.stp.sca.diagram,1231031102934
stopped,bundle,org.eclipse.jst.server.preview.adapter,1.0.101.v20080730,org.eclipse.jst.server.preview.adapter,1231031102950
stopped,bundle,org.codehaus.grail.ui,0.1.0.20081120_2330,org.codehaus.grail.ui,1231031102997
stopped,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1231031103075
stopped,bundle,org.eclipse.jpt.ui,2.0.101.v200809030200,org.eclipse.jpt.ui,1231031103137
stopped,bundle,org.eclipse.jst.ejb.ui,1.1.202.v200809040612,org.eclipse.jst.ejb.ui,1231031103215
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.305.v200805140230,org.eclipse.jst.ws.axis.creation.ui,1231031103262
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.102.v200805301834,org.eclipse.jst.ws.axis2.consumption.core,1231031103278
