what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.mylyn.java.ui,3.0.3.v20081015-1500-e3x,org.eclipse.mylyn.java.ui,1231031102075
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.0.6.v200805152355,org.eclipse.datatools.connectivity.oda.template.ui,1231031102075
stopped,bundle,org.eclipse.datatools.connectivity.ui.templates,1.0.0.v200805152355,org.eclipse.datatools.connectivity.ui.templates,1231031102075
stopped,bundle,org.eclipse.pde.ui.templates,3.4.0.v20080514-1500,org.eclipse.pde.ui.templates,1231031102075
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.0.v20080730_r341,org.eclipse.pde.api.tools.ui,1231031102075
stopped,bundle,org.eclipse.pde.runtime,3.4.0.v20080723-1000,org.eclipse.pde.runtime,1231031102075
stopped,bundle,org.eclipse.rap.ui.launch,1.1.1.20080917-1637,org.eclipse.rap.ui.launch,1231031102075
stopped,bundle,org.eclipse.pde.ui,3.4.0.v20080803-1700,org.eclipse.pde.ui,1231031102075
stopped,bundle,org.codehaus.groovy.eclipse.astviews,1.5.7.20081120_2330,org.codehaus.groovy.eclipse.astviews,1231031102075
stopped,bundle,org.codehaus.groovy.eclipse.refactoring,1.5.7.20081120_2330,org.codehaus.groovy.eclipse.refactoring,1231031102075
stopped,bundle,org.codehaus.groovy.eclipse.codeassist,1.5.7.20081120_2330,org.codehaus.groovy.eclipse.codeassist,1231031102075
stopped,bundle,org.codehaus.groovy.eclipse.codeassist.completion,1.5.7.20081120_2330,org.codehaus.groovy.eclipse.codeassist.completion,1231031102075
stopped,bundle,org.codehaus.groovy.eclipse.codebrowsing,1.5.7.20081120_2330,org.codehaus.groovy.eclipse.codebrowsing,1231031102075
stopped,bundle,org.codehaus.groovy.eclipse.cstviewer,1.5.7.20081120_2330,org.codehaus.groovy.eclipse.cstviewer,1231031102075
stopped,bundle,org.codehaus.groovy.eclipse.junit,1.5.7.20081120_2330,org.codehaus.groovy.eclipse.junit,1231031102137
stopped,bundle,org.codehaus.groovy.eclipse.ui,1.5.7.20081120_2330,org.codehaus.groovy.eclipse.ui,1231031102137
stopped,bundle,org.codehaus.groovy.eclipse,1.5.7.20081120_2330,org.codehaus.groovy.eclipse,1231031102137
stopped,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1231031102137
stopped,bundle,org.eclipse.team.cvs.ui,3.3.100.I20080604,org.eclipse.team.cvs.ui,1231031102137
stopped,bundle,org.eclipse.dltk.testing,0.95.0.v20080609-1540,org.eclipse.dltk.testing,1231031102137
stopped,bundle,org.eclipse.cdt.mylyn.ui,5.0.1.200809120802,org.eclipse.cdt.mylyn.ui,1231031102137
stopped,bundle,org.eclipse.cdt.ui,5.0.1.200809120802,org.eclipse.cdt.ui,1231031102137
stopped,bundle,org.eclipse.dltk.debug.ui,0.95.1.v20080903-1434,org.eclipse.dltk.debug.ui,1231031102137
stopped,bundle,org.eclipse.dltk.mylyn,0.95.1.v20080903-1434,org.eclipse.dltk.mylyn,1231031102137
stopped,bundle,org.eclipse.dltk.validators.ui,0.95.1.v20080707-1511,org.eclipse.dltk.validators.ui,1231031102153
